position,coverage_ACGT,error_rate_two_least_ACGT
216,3382,0.011235955
217,3355,0.013412817
218,3352,0.010739857
219,3368,0.007719715
220,3376,0.010367299
221,3388,0.002656434
222,3368,0.002375297
223,3375,0.00562963
224,3369,0.00445236
225,3371,0.016908929
226,3371,0.00415307
227,3379,0.000591891
228,3377,0.005626296
229,3392,0.001474057
230,3370,0.002670623
231,3387,0.005019191
232,3376,0.003554502
233,3373,0.00592944
234,3388,0.002361275
235,3391,0.001474491
236,3380,0.000591716
237,3375,0.00562963
238,3381,0.001183082
239,3384,0.000886525
240,3383,0.001477978
241,3381,0.005619639
242,3368,0.001781473
243,3384,0.002659574
244,3369,0.002374592
245,3387,0.004723944
246,3388,0.000590319
247,3384,0.002364066
248,3385,0.003545052
249,3385,0.002363368
250,3386,0.010750148
251,3383,0.002069169
252,3396,0.005594817
253,3384,0.009456265
254,3367,0.006831007
255,3370,0.016023739
256,3384,0.002955083
257,3378,0.002368265
258,3387,0.00679067
259,3384,0.007387707
260,3377,0.005626296
261,3370,0.014540059
262,3370,0.010979228
263,3386,0.012108683
264,3365,0.016344725
265,3359,0.005954153
266,3365,0.00653789
267,3394,0.00117855
268,3379,0
269,3389,0.002950723
270,3396,0.003828033
271,3390,0.007964602
272,3385,0.002658789
273,3388,0.00472255
274,3389,0.000590145
275,3393,0.007073386
276,3386,0.008860012
277,3376,0.006516588
278,3380,0.002662722
279,3378,0.002368265
280,3383,0.004138339
281,3377,0.001184483
282,3391,0.00176939
283,3389,0.002065506
284,3377,0.005330175
285,3380,0.004733728
286,3381,0.000591541
287,3386,0.000886001
288,3387,0.002361972
289,3390,0.000589971
290,3381,0.001774623
291,3387,0.003247712
292,3380,0.006804734
293,3375,0.010962963
294,3388,0.003837072
295,3359,0.003274784
296,3381,0.002957705
297,3354,0.001490757
298,3383,0.000295596
299,3373,0.00592944
300,3388,0.005312869
301,3362,0.006543724
302,3339,0.01048218
303,3345,0.006875934
304,3375,0.004444444
305,3378,0.003848431
306,3383,0.006798699
307,3386,0.009746013
308,3376,0.004443128
309,3367,0.002673003
310,3373,0.004150608
311,3380,0.019526627
312,3366,0.005941771
313,3346,0.006575015
314,3359,0.024412027
315,3337,0.010788133
316,3375,0.01362963
317,3367,0.006831007
318,3371,0.007416197
319,3377,0.00740302
320,3356,0.020560191
321,3327,0.017433123
322,3347,0.014341201
323,3340,0.013772455
324,3305,0.006959153
325,3367,0.005049005
326,3346,0.006873879
327,3380,0.00739645
328,3380,0.00591716
329,3374,0.007113219
330,3369,0.013950727
331,3352,0.010143198
332,3375,0.002666667
333,3379,0.01331755
334,3377,0.011844833
335,3362,0.012790006
336,3355,0.014605067
337,3375,0.00237037
338,3371,0.008306141
339,3366,0.005644682
340,3376,0.005924171
341,3372,0.002669039
342,3360,0.001785714
343,3385,0.00295421
344,3382,0.005913661
345,3384,0.006205674
346,3367,0.008613009
347,3382,0.002365464
348,3375,0.003851852
349,3375,0.008
350,3359,0.007740399
351,3362,0.004164188
352,3367,0.010989011
353,3357,0.00714924
354,3377,0.003257329
355,3362,0.008030934
356,3375,0.006518519
357,3354,0.010733453
358,3352,0.005668258
359,3359,0.00506103
360,3386,0.006792676
361,3360,0.007440476
362,3373,0.004150608
363,3313,0.00482946
364,3387,0.001771479
365,3376,0.003258294
366,3356,0.002681764
367,3390,0.003834808
368,3384,0.000295508
369,3391,0.00176939
370,3384,0.002955083
371,3392,0.000294811
372,3389,0
373,3387,0.002657219
374,3394,0.004124926
375,3388,0.005608028
376,3385,0.002363368
377,3383,0.002069169
378,3384,0.003841608
379,3375,0.001481481
380,3395,0.000883652
381,3386,0.000590667
382,3388,0.000590319
383,3387,0.002066726
384,3383,0.005320721
385,3391,0.000294898
386,3392,0.000589623
387,3388,0.005903188
388,3382,0.003548196
389,3389,0.007376807
390,3366,0.000891266
391,3382,0.005026611
392,3364,0.002972652
393,3343,0.00239306
394,3367,0.002376002
395,3364,0.004458977
396,3352,0.007756563
397,3365,0.004457652
398,3368,0.022268409
399,3327,0.010219417
400,3302,0.005148395
401,3376,0.008886256
402,3361,0.024695031
403,3361,0.021124665
404,3299,0.020309185
405,3352,0.011336516
406,3370,0.000890208
407,3382,0.008870491
408,3372,0.006820878
409,3365,0.00653789
410,3373,0.005040024
411,3374,0.002371073
412,3374,0.00503853
413,3380,0.000887574
414,3376,0.000888626
415,3375,0.002962963
416,3390,0.008259587
417,3380,0.006508876
418,3380,0.00443787
419,3374,0.002667457
420,3387,0.002952465
421,3379,0.008582421
422,3380,0.002071006
423,3374,0.006520451
424,3381,0.002661934
425,3381,0.004436557
426,3381,0.002366164
427,3386,0.002067336
428,3382,0.00680071
429,3370,0.003560831
430,3391,0.003538779
431,3374,0.003556609
432,3382,0.007096393
433,3377,0.005330175
434,3383,0.001182383
435,3375,0.006222222
436,3363,0.003270889
437,3388,0.003837072
438,3382,0.003252513
439,3386,0.002067336
440,3391,0.00176939
441,3386,0.001181335
442,3378,0.002368265
443,3378,0.002368265
444,3380,0.001775148
445,3384,0.001182033
446,3386,0.000886001
447,3395,0.001472754
448,3386,0.000295334
449,3384,0.005319149
450,3377,0.005330175
451,3377,0.004737933
452,3385,0.002067947
453,3390,0.002359882
454,3391,0.002654084
455,3384,0.001477541
456,3372,0.00059312
457,3388,0.000590319
458,3386,0.001476669
459,3390,0.001474926
460,3385,0.002363368
461,3391,0.006192863
462,3392,0.006485849
463,3376,0.006812796
464,3362,0.003569304
465,3377,0.005626296
466,3362,0.00297442
467,3381,0.004732328
468,3375,0.000888889
469,3381,0.004140787
470,3348,0.009259259
471,3321,0.002408913
472,3384,0.003250591
473,3365,0.005349183
474,3372,0.00088968
475,3369,0.00148412
476,3307,0.001209555
477,3375,0.001481481
478,3393,0.001473622
479,3362,0.004164188
480,3345,0.004185351
481,3341,0.007782101
482,3352,0.008949881
483,3358,0.011614056
484,3359,0.003870199
485,3367,0.003564004
486,3365,0.003863299
487,3333,0.0030003
488,3382,0.003252513
489,3386,0.003248671
490,3376,0.008886256
491,3383,0.007685486
492,3373,0.023124815
493,3353,0.00805249
494,3332,0.020708283
495,3335,0.012893553
496,3385,0.005612999
497,3389,0.010032458
498,3374,0.004445762
499,3370,0.004154303
500,3386,0.003248671
501,3389,0.002360578
502,3365,0.006240713
503,3241,0.004936748
504,3368,0.002969121
505,3383,0.002069169
506,3374,0.003556609
507,3372,0.006227758
508,3360,0.00327381
509,3381,0.002366164
510,3348,0.005973716
511,3370,0.00148368
512,3374,0.002371073
513,3371,0.002076535
514,3374,0.001185536
515,3372,0.002075919
516,3377,0.005034054
517,3379,0.00266351
518,3377,0.007995262
519,3344,0.006279904
520,3359,0.002381661
521,3391,0.00176939
522,3382,0.002069781
523,3351,0.005968368
524,3384,0.003250591
525,3389,0.005016229
526,3379,0.003255401
527,3386,0.002953337
528,3384,0.002364066
529,3376,0.008886256
530,3383,0.015370973
531,3371,0.006229605
532,3371,0.008899436
533,3354,0.003577818
534,3373,0.002371776
535,3387,0.000590493
536,3390,0.005014749
537,3394,0.01473188
538,3380,0.006804734
539,3363,0.007731192
540,3329,0.007810153
541,3386,0.005020673
542,3341,0.012870398
543,3352,0.016109785
544,3381,0.004732328
545,3372,0.012158956
546,3367,0.013662014
547,3351,0.011638317
548,3382,0.005913661
549,3380,0.003846154
550,3357,0.007447125
551,3384,0.006501182
552,3370,0.006231454
553,3394,0.002062463
554,3381,0.001183082
555,3385,0.001772526
556,3380,0.00147929
557,3394,0.00117855
558,3374,0.001481921
559,3393,0.001178898
560,3386,0.001476669
561,3378,0.002072232
562,3394,0.002357101
563,3377,0.003257329
564,3384,0.002659574
565,3389,0.002655651
566,3377,0.000888362
567,3384,0.001477541
568,3378,0.00473653
569,3364,0.003269917
570,3383,0.005320721
571,3387,0.00767641
572,3367,0.007722008
573,3360,0.009821429
574,3363,0.009515314
575,3375,0.003851852
576,3380,0.005325444
577,3362,0.018441404
578,3386,0.005020673
579,3372,0.007710558
580,3364,0.00862069
581,3338,0.007789095
582,3367,0.01039501
583,3341,0.005387609
584,3378,0.005328597
585,3344,0.00388756
586,3374,0.005334914
587,3356,0.003873659
588,3367,0.006534007
589,3375,0.004444444
590,3388,0.001770956
591,3385,0.008862629
592,3381,0.001478852
593,3370,0.00148368
594,3374,0.004149378
595,3387,0.009743136
596,3355,0.012816692
597,3342,0.010472771
598,3386,0.00236267
599,3381,0.002957705
600,3375,0.000888889
601,3372,0.005338078
602,3376,0.002369668
603,3370,0.001780415
604,3377,0.002072846
605,3392,0.002948113
606,3390,0.002654867
607,3383,0.001182383
608,3387,0.001476233
609,3386,0.004134672
610,3378,0.007104796
611,3338,0.004194128
612,3376,0.005627962
613,3370,0.006231454
614,3357,0.005064045
615,3375,0.001481481
616,3362,0.004759072
617,3366,0.010695187
618,3362,0.000892326
619,3368,0.000593824
620,3361,0.003272835
621,3373,0.00592944
622,3364,0.006539834
623,3354,0.00208706
624,3381,0
625,3378,0.002664298
626,3373,0.002075304
627,3377,0.006218537
628,3395,0.001472754
629,3383,0
630,3394,0.010606953
631,3386,0.013585351
632,3321,0.012646793
633,3395,0.001767305
634,3394,0.000883913
635,3369,0.000296824
636,3396,0
637,3395,0.000589102
638,3393,0
639,3379,0.000591891
640,3384,0.002364066
641,3381,0.003845016
642,3387,0.002952465
643,3382,0.002069781
644,3394,0
645,3380,0.000591716
646,3380,0.000591716
647,3383,0.002069169
648,3370,0.002077151
649,3396,0.000588928
650,3384,0.002955083
651,3368,0.009204276
652,3383,0.004433934
653,3347,0.0059755
654,3365,0.007726597
655,3363,0.007136485
656,3354,0.00417412
657,3374,0.003852993
658,3389,0.001180289
659,3375,0.004444444
660,3386,0.00236267
661,3378,0.004144464
662,3385,0.006794682
663,3360,0.003869048
664,3386,0.006202008
665,3363,0.005649718
666,3385,0.003249631
667,3372,0.006820878
668,3386,0.002067336
669,3385,0.002363368
670,3387,0.000590493
671,3386,0.001772002
672,3375,0.003259259
673,3393,0.007073386
674,3388,0.005312869
675,3382,0.003548196
676,3384,0.002068558
677,3392,0.000589623
678,3389,0.002065506
679,3388,0.008264463
680,3377,0.00355345
681,3339,0.00359389
682,3388,0.002066116
683,3386,0.000295334
684,3385,0
685,3392,0.000884434
686,3383,0.002069169
687,3394,0.002651738
688,3389,0.003245795
689,3392,0.003832547
690,3388,0.00501771
691,3375,0.005925926
692,3369,0.006530128
693,3382,0.002661147
694,3385,0.000886263
695,3369,0.003561888
696,3389,0.001770434
697,3390,0.002359882
698,3367,0.004752005
699,3371,0.008306141
700,3378,0.005328597
701,3390,0.00560472
702,3391,0.004718372
703,3378,0.01124926
704,3375,0.003851852
705,3382,0.001774098
706,3376,0.002665877
707,3391,0.002359186
708,3370,0.004451039
709,3385,0.002067947
710,3356,0.002681764
711,3382,0.002365464
712,3390,0.007079646
713,3373,0.006522384
714,3357,0.006851355
715,3370,0.002967359
716,3384,0.005319149
717,3383,0.003547148
718,3376,0.006220379
719,3384,0.002068558
720,3381,0.005028098
721,3370,0.007715134
722,3397,0.002355019
723,3380,0.001775148
724,3384,0.001477541
725,3364,0.002675386
726,3377,0.00355345
727,3383,0.015075377
728,3370,0.012462908
729,3323,0.006921457
730,3366,0.006238859
731,3371,0.005043014
732,3325,0.006015038
733,3379,0.001775673
734,3383,0.000295596
735,3384,0.003841608
736,3386,0.001181335
737,3385,0
738,3391,0.002359186
739,3388,0.002066116
740,3385,0.002658789
741,3365,0.002080238
742,3394,0.000883913
743,3396,0.001177856
744,3380,0.002071006
745,3388,0.001475797
746,3390,0.003539823
747,3392,0.002653302
748,3377,0.00740302
749,3356,0.003873659
750,3386,0.008269344
751,3378,0.002664298
752,3391,0.001474491
753,3360,0.005952381
754,3385,0.004135894
755,3393,0.002063071
756,3395,0.005301915
757,3379,0.002959455
758,3388,0.001770956
759,3393,0.002063071
760,3393,0.000589449
761,3387,0.005904931
762,3386,0.005020673
763,3391,0.004128576
764,3390,0
765,3393,0.003241969
766,3386,0.002658004
767,3382,0.002661147
768,3378,0.000888099
769,3370,0.00504451
770,3388,0.001475797
771,3386,0.002953337
772,3381,0.000887311
773,3372,0.003855279
774,3379,0.004143238
775,3370,0.007418398
776,3377,0.001776725
777,3378,0.004440497
778,3377,0.004441812
779,3389,0.009147241
780,3383,0.011528229
781,3376,0.008590047
782,3363,0.005649718
783,3378,0.002072232
784,3360,0.004166667
785,3385,0.001181684
786,3387,0.002361972
787,3389,0.001180289
788,3389,0.008852169
789,3386,0.002658004
790,3384,0.005910165
791,3389,0.016819121
792,3387,0.012105108
793,3366,0.004456328
794,3369,0.005639656
795,3391,0.004718372
796,3385,0.000886263
797,3363,0.001189414
798,3384,0.003841608
799,3375,0.003851852
800,3384,0.002955083
801,3390,0.001179941
802,3376,0.002665877
803,3377,0.005626296
804,3363,0.00416295
805,3360,0.002380952
806,3383,0.001182383
807,3382,0.001478415
808,3379,0.002367564
809,3388,0
810,3386,0.00236267
811,3385,0.001181684
812,3385,0.000590842
813,3387,0.000295247
814,3391,0.002359186
815,3392,0.007370283
816,3385,0
817,3384,0.000591017
818,3388,0.000295159
819,3383,0.005616317
820,3386,0.001476669
821,3383,0.002069169
822,3381,0.002366164
823,3386,0.012404017
824,3371,0.001779887
825,3389,0.004131012
826,3360,0.004761905
827,3370,0.009198813
828,3371,0.005932958
829,3375,0.008592593
830,3355,0.012816692
831,3303,0.007266122
832,3378,0.003848431
833,3342,0.002692998
834,3372,0.009489917
835,3386,0.003839338
836,3383,0.00945906
837,3378,0.013321492
838,3345,0.009566517
839,3365,0.004457652
840,3377,0.002072846
841,3377,0.001776725
842,3377,0.004737933
843,3366,0.006238859
844,3375,0.002962963
845,3376,0.007405213
846,3366,0.003862151
847,3384,0.004728132
848,3378,0.001480166
849,3388,0.000590319
850,3384,0.001477541
851,3389,0.005311301
852,3391,0.002948983
853,3384,0.006501182
854,3386,0.006497342
855,3369,0.002671416
856,3384,0.002659574
857,3373,0.005336496
858,3383,0.001477978
859,3367,0.006237006
860,3365,0.003863299
861,3370,0.003264095
862,3384,0.003546099
863,3384,0.004432624
864,3383,0.008572273
865,3383,0.007389891
866,3372,0.004448399
867,3388,0.001770956
868,3383,0.007981082
869,3350,0.00238806
870,3388,0.005312869
871,3378,0.00562463
872,3343,0.002093928
873,3385,0.001181684
874,3392,0.000884434
875,3389,0.001475361
876,3391,0.000589797
877,3391,0.000294898
878,3391,0.000589797
879,3391,0.002064288
880,3385,0.003840473
881,3374,0.003852993
882,3379,0.001479728
883,3380,0.002662722
884,3357,0.0059577
885,3386,0.005906675
886,3370,0.001186944
887,3388,0.000590319
888,3385,0.002363368
889,3376,0.00207346
890,3383,0.002660361
891,3375,0.001185185
892,3365,0.007132244
893,3383,0.004433934
894,3386,0.000886001
895,3388,0.002656434
896,3380,0.006804734
897,3392,0.003832547
898,3385,0.00295421
899,3376,0.008293839
900,3378,0.008584962
901,3377,0.001184483
902,3393,0.011199528
903,3392,0.012971698
904,3369,0.020480855
905,3362,0.009518144
906,3315,0.016289593
907,3371,0.010382676
908,3334,0.00929814
909,3391,0.001179593
910,3380,0.005029586
911,3374,0.002074689
912,3346,0.005379558
913,3373,0.007708272
914,3365,0.007429421
915,3327,0.007213706
916,3393,0.005010315
917,3343,0.000897398
918,3338,0.002097064
919,3391,0.002359186
920,3376,0.000888626
921,3388,0.001770956
922,3383,0.002660361
923,3394,0.003535651
924,3384,0.002955083
925,3358,0.00238237
926,3360,0.005952381
927,3384,0.002659574
928,3392,0.001768868
929,3382,0.001774098
930,3385,0.004726736
931,3378,0.003552398
932,3386,0.00236267
933,3380,0.003550296
934,3378,0.002072232
935,3386,0.001181335
936,3393,0.00265252
937,3359,0.000893123
938,3394,0.002062463
939,3389,0.00383594
940,3392,0.000294811
941,3380,0.004142012
942,3374,0.012744517
943,3375,0.008
944,3359,0.005656445
945,3374,0.007705987
946,3363,0.002378828
947,3385,0.004431315
948,3377,0.010364229
949,3373,0.003261192
950,3385,0.003249631
951,3371,0.00415307
952,3379,0.012725658
953,3373,0.006818856
954,3354,0.01013715
955,3375,0.00237037
956,3394,0.000883913
957,3389,0.001770434
958,3385,0.003840473
959,3389,0.004721157
960,3379,0.001479728
961,3381,0.000887311
962,3390,0.001769912
963,3393,0.005010315
964,3373,0.008301216
965,3385,0.002363368
966,3374,0.002371073
967,3380,0.00147929
968,3347,0.002091425
969,3355,0.000596125
970,3385,0.005317578
971,3355,0.008643815
972,3347,0.011951001
973,3392,0.025353774
974,3370,0.020474777
975,3343,0.024528866
976,3353,0.021175067
977,3313,0.017808633
978,3278,0.00823673
979,3373,0.00592944
980,3384,0.002364066
981,3390,0.000884956
982,3381,0.000887311
983,3372,0.005634638
984,3381,0.002661934
985,3388,0.002951594
986,3374,0.008002371
987,3386,0.004134672
988,3376,0.014218009
989,3386,0.004430006
990,3390,0.001474926
991,3389,0.003245795
992,3386,0.001772002
993,3386,0.003248671
994,3384,0.002068558
995,3385,0.005022157
996,3384,0.004432624
997,3379,0.004735129
998,3385,0.003545052
999,3383,0.002660361
1000,3377,0.002961208
1001,3373,0.002371776
1002,3373,0.005632968
1003,3379,0.008286475
1004,3340,0.003892216
1005,3350,0.004776119
1006,3382,0.001774098
1007,3354,0.007453787
1008,3375,0.001481481
1009,3389,0.000590145
1010,3382,0.002365464
1011,3388,0.002066116
1012,3380,0.004142012
1013,3374,0.003260225
1014,3373,0.008004744
1015,3344,0.008971292
1016,3378,0.002072232
1017,3369,0.008014248
1018,3391,0.002654084
1019,3376,0.002665877
1020,3376,0.002962085
1021,3366,0.007724302
1022,3345,0.006576981
1023,3379,0.003255401
1024,3386,0.005316007
1025,3342,0.00448833
1026,3389,0.000885217
1027,3382,0.004435245
1028,3382,0.004435245
1029,3387,0.005314438
1030,3387,0.005019191
1031,3386,0.00236267
1032,3388,0.000885478
1033,3379,0.004143238
1034,3390,0.001179941
1035,3393,0.003536693
1036,3389,0.005901446
1037,3390,0.004424779
1038,3393,0.003536693
1039,3382,0.003548196
1040,3329,0.004505858
1041,3393,0.001768347
1042,3376,0.001481043
1043,3378,0.001184133
1044,3372,0.002965599
1045,3383,0.002955956
1046,3391,0.002064288
1047,3386,0.004134672
1048,3379,0.005622965
1049,3390,0.004719764
1050,3380,0.005029586
1051,3388,0.002951594
1052,3376,0.002369668
1053,3386,0.005020673
1054,3389,0.007966952
1055,3362,0.003866746
1056,3393,0.001178898
1057,3383,0.001477978
1058,3389,0.010032458
1059,3390,0.003244838
1060,3380,0.003550296
1061,3383,0.003547148
1062,3382,0.002069781
1063,3388,0.002951594
1064,3383,0.001477978
1065,3387,0.002361972
1066,3394,0.003241014
1067,3388,0.000885478
1068,3397,0.002649397
1069,3396,0.000294464
1070,3380,0.002071006
1071,3388,0.007083825
1072,3379,0.005031074
1073,3388,0.002361275
1074,3375,0.001185185
1075,3384,0.001477541
1076,3386,0.002953337
1077,3362,0.01041047
1078,3376,0.001481043
1079,3379,0.003551347
1080,3374,0.007113219
1081,3366,0.010398099
1082,3355,0.00923994
1083,3386,0.014176019
1084,3344,0.00777512
1085,3368,0.00564133
1086,3374,0.008891523
1087,3372,0.012455516
1088,3340,0.004491018
1089,3344,0.001794258
1090,3385,0.000590842
1091,3381,0.001774623
1092,3369,0.003858712
1093,3365,0.008320951
1094,3394,0.002357101
1095,3385,0.000590842
1096,3392,0.012971698
1097,3374,0.015411974
1098,3318,0.01416516
1099,3398,0.000882872
1100,3398,0.001177163
1101,3382,0.000295683
1102,3397,0.001471887
1103,3398,0.000588582
1104,3398,0.000294291
1105,3387,0.000295247
1106,3390,0.002949853
1107,3387,0.000590493
1108,3384,0.005319149
1109,3381,0.00029577
1110,3396,0.000883392
1111,3386,0.000295334
1112,3389,0.000295072
1113,3384,0.000886525
1114,3383,0.002069169
1115,3385,0
1116,3389,0.000295072
1117,3391,0.000589797
1118,3393,0.014146773
1119,3393,0.003536693
1120,3388,0.002951594
1121,3392,0.003242925
1122,3387,0.001771479
1123,3377,0.002665087
1124,3392,0.001179245
1125,3366,0.002376708
1126,3377,0.001184483
1127,3390,0.002064897
1128,3390,0.005309735
1129,3383,0.001773574
1130,3392,0.002063679
1131,3382,0.005026611
1132,3388,0.007378985
1133,3387,0.003542958
1134,3378,0.001480166
1135,3381,0.001478852
1136,3397,0.004710038
1137,3381,0.004436557
1138,3362,0.003866746
1139,3358,0.003573556
1140,3395,0.004418262
1141,3375,0.006518519
1142,3389,0.010032458
1143,3380,0.004733728
1144,3339,0.008984726
1145,3395,0.002061856
1146,3388,0.003837072
1147,3386,0.001772002
1148,3361,0.002677774
1149,3384,0.003546099
1150,3385,0.003249631
1151,3376,0.007701422
1152,3375,0.005333333
1153,3380,0.005029586
1154,3389,0.009147241
1155,3396,0.005300353
1156,3377,0.000888362
1157,3363,0.002676182
1158,3390,0.002949853
1159,3384,0.002364066
1160,3388,0.005608028
1161,3386,0.002658004
1162,3384,0.003250591
1163,3381,0.007690033
1164,3383,0.00472953
1165,3378,0.006512729
1166,3371,0.003263127
1167,3386,0.002953337
1168,3381,0.004140787
1169,3374,0.004149378
1170,3386,0.006497342
1171,3386,0.006497342
1172,3382,0.011531638
1173,3374,0.013633669
1174,3358,0.013400834
1175,3382,0.005913661
1176,3375,0.009185185
1177,3353,0.011631375
1178,3365,0.013372957
1179,3362,0.01189768
1180,3338,0.002995806
1181,3381,0.007098492
1182,3391,0.003833677
1183,3383,0.002955956
1184,3368,0.001781473
1185,3387,0.001180986
1186,3393,0.00265252
1187,3380,0.003254438
1188,3396,0.006183746
1189,3386,0.003839338
1190,3377,0.002072846
1191,3384,0.002364066
1192,3389,0.002950723
1193,3376,0.005331754
1194,3378,0.007104796
1195,3374,0.006224066
1196,3345,0.00568012
1197,3389,0.002950723
1198,3383,0.004138339
1199,3371,0.000889944
1200,3380,0.00443787
1201,3357,0.013404826
1202,3350,0.007462687
1203,3374,0.002074689
1204,3384,0.000886525
1205,3366,0.004159239
1206,3381,0.003549246
1207,3365,0.004160475
1208,3397,0.004121283
1209,3389,0.002950723
1210,3382,0.003252513
1211,3386,0.001181335
1212,3391,0.003538779
1213,3390,0.004719764
1214,3382,0.004435245
1215,3388,0.002361275
1216,3387,0.004723944
1217,3393,0.001473622
1218,3382,0.007392076
1219,3367,0.005049005
1220,3371,0.005339662
1221,3363,0.005352364
1222,3370,0.000890208
1223,3361,0.001487652
1224,3353,0.002982404
1225,3393,0.002357795
1226,3385,0.001772526
1227,3377,0.004737933
1228,3378,0.013321492
1229,3346,0.008368201
1230,3359,0.008335814
1231,3361,0.00624814
1232,3374,0.001481921
1233,3386,0.000886001
1234,3390,0.001179941
1235,3392,0.001179245
1236,3374,0.001185536
1237,3370,0.00504451
1238,3365,0.002971768
1239,3382,0.005322295
1240,3380,0.003550296
1241,3374,0.012448133
1242,3386,0.000886001
1243,3378,0.002960332
1244,3361,0.003867896
1245,3372,0.002965599
1246,3365,0.003863299
1247,3353,0.017596183
1248,3370,0.014836795
1249,3366,0.022875817
1250,3334,0.013197361
1251,3308,0.011789601
1252,3348,0.004181601
1253,3354,0.004770423
