position,coverage_ACGT,error_rate_two_least_ACGT
307,3239,0.003704847
308,3235,0.007727975
309,3227,0.001859312
310,3235,0.004945904
311,3223,0.021718895
312,3237,0.008032129
313,3207,0.007171812
314,3226,0.018908865
315,3217,0.017407523
316,3223,0.011790258
317,3234,0.010822511
318,3226,0.012399256
319,3233,0.009588617
320,3208,0.02244389
321,3175,0.022677165
322,3201,0.014995314
323,3219,0.014600808
324,3185,0.009733124
325,3222,0.006207325
326,3214,0.005600498
327,3228,0.004337051
328,3231,0.005880532
329,3220,0.007763975
330,3216,0.010572139
331,3207,0.006548176
332,3238,0.003088326
333,3235,0.011128284
334,3238,0.009573811
335,3217,0.01119055
336,3218,0.011497825
337,3240,0.003703704
338,3221,0.010555728
339,3216,0.00590796
340,3231,0.007737543
341,3234,0.002473717
342,3219,0.002174588
343,3243,0.002466852
344,3232,0.003712871
345,3234,0.004329004
346,3234,0.006802721
347,3239,0.002778635
348,3230,0.003405573
349,3238,0.005558987
350,3223,0.003412969
351,3220,0.004037267
352,3226,0.007129572
353,3225,0.011162791
354,3237,0.00308928
355,3227,0.012395414
356,3220,0.010248447
357,3209,0.01402306
358,3216,0.006529851
359,3217,0.005595275
360,3244,0.008631319
361,3229,0.006503561
362,3231,0.00371402
363,3198,0.004690432
364,3247,0.000307977
365,3237,0.002471424
366,3230,0.008049536
367,3252,0.000615006
368,3247,0.001231906
369,3248,0.001539409
370,3241,0.001234187
371,3239,0.001234949
372,3243,0.000616713
373,3249,0.001231148
374,3248,0.003694581
375,3247,0.007391438
376,3249,0.004001231
377,3243,0.002775208
378,3244,0.003082614
379,3231,0.00185701
380,3249,0.000615574
381,3232,0.000309406
382,3249,0.001846722
383,3247,0.004003696
384,3244,0.004007398
385,3242,0.000616903
386,3245,0.002157165
387,3244,0.005240444
388,3238,0.002470661
389,3244,0.004007398
390,3224,0.006203474
391,3242,0.005552128
392,3226,0.004649721
393,3193,0.001565925
394,3229,0.00185816
395,3216,0.003731343
396,3229,0.005884175
397,3236,0.006489493
398,3220,0.015217391
399,3165,0.01042654
400,3169,0.006626696
401,3234,0.006802721
402,3225,0.012713178
403,3230,0.014551084
404,3170,0.016088328
405,3220,0.007763975
406,3223,0.002482159
407,3242,0.008019741
408,3220,0.006832298
409,3232,0.003403465
410,3224,0.002791563
411,3233,0.001546551
412,3226,0.003719777
413,3234,0.001855288
414,3243,0.000616713
415,3229,0.002167854
416,3242,0.009253547
417,3236,0.006489493
418,3234,0.010204082
419,3239,0.004939796
420,3239,0.001543686
421,3242,0.011412708
422,3241,0.003702561
423,3233,0.007732756
424,3227,0.003718624
425,3231,0.005880532
426,3240,0.002160494
427,3229,0.006193868
428,3219,0.005281143
429,3221,0.005588327
430,3233,0.007114135
431,3231,0.000928505
432,3236,0.008652658
433,3219,0.002485244
434,3234,0.004329004
435,3230,0.005882353
436,3228,0.007125155
437,3249,0.00307787
438,3230,0.001857585
439,3243,0.000616713
440,3249,0.002770083
441,3244,0.00215783
442,3238,0.002161828
443,3242,0.00400987
444,3243,0.003391921
445,3244,0.001541307
446,3238,0.00123533
447,3247,0.001231906
448,3250,0.000615385
449,3246,0.001232286
450,3240,0.003395062
451,3238,0.005558987
452,3246,0.000924214
453,3248,0.001847291
454,3247,0.002463813
455,3246,0.002464572
456,3240,0.000617284
457,3246,0.000308071
458,3249,0.001231148
459,3244,0.000924784
460,3247,0.001231906
461,3245,0.005546995
462,3243,0.005858773
463,3237,0.00617856
464,3216,0.001554726
465,3236,0.004326329
466,3230,0.00123839
467,3234,0.001546073
468,3233,0.002165172
469,3237,0.004016064
470,3217,0.00901461
471,3211,0.003114295
472,3238,0.003397159
473,3218,0.0077688
474,3232,0.001237624
475,3220,0.000931677
476,3192,0.000313283
477,3236,0.00092707
478,3250,0.002153846
479,3230,0.003095975
480,3221,0.005898789
481,3220,0.007142857
482,3217,0.013055642
483,3209,0.007478965
484,3224,0.002791563
485,3216,0.004353234
486,3235,0.001545595
487,3214,0.000933416
488,3244,0.00215783
489,3243,0.002158495
490,3235,0.007109737
491,3232,0.00835396
492,3235,0.016383308
493,3211,0.008408595
494,3189,0.01505174
495,3197,0.011886143
496,3242,0.00400987
497,3234,0.004947434
498,3235,0.004636785
499,3225,0.003100775
500,3245,0.003081664
501,3248,0.000615764
502,3225,0.004031008
503,3143,0.003818008
504,3231,0.003404519
505,3243,0.000925069
506,3233,0.001855861
507,3231,0.00371402
508,3222,0.001241465
509,3245,0.001232666
510,3234,0.002782931
511,3230,0.001857585
512,3245,0.001848998
513,3240,0.002469136
514,3238,0.000308833
515,3238,0.002470661
516,3241,0.002776921
517,3242,0.001233806
518,3243,0.005858773
519,3226,0.003099814
520,3225,0.001550388
521,3240,0.002160494
522,3231,0
523,3225,0.003410853
524,3238,0.002470661
525,3246,0.006777572
526,3236,0.001854141
527,3250,0.003384615
528,3252,0.003382534
529,3238,0.003705991
530,3246,0.014479359
531,3237,0.008341057
532,3231,0.007737543
533,3213,0.004668534
534,3226,0.002789833
535,3245,0.000924499
536,3248,0.006465517
537,3247,0.009239298
538,3241,0.004936748
539,3224,0.008995037
540,3202,0.008119925
541,3247,0.003695719
542,3219,0.008077043
543,3222,0.017070143
544,3236,0.002472188
545,3240,0.009876543
546,3230,0.013003096
547,3213,0.00778089
548,3224,0.005272953
549,3228,0.00464684
550,3203,0.005931939
551,3232,0.003403465
552,3210,0.003738318
553,3245,0.003389831
554,3227,0.001859312
555,3241,0.00092564
556,3234,0.001855288
557,3252,0.001230012
558,3228,0.000309789
559,3250,0.002153846
560,3242,0.003701419
561,3234,0.002164502
562,3245,0.002773498
563,3235,0.002163833
564,3244,0.001541307
565,3240,0.004320988
566,3235,0.001545595
567,3237,0.001853568
568,3238,0.006176652
569,3222,0.004655493
570,3225,0.005891473
571,3237,0.010812481
572,3219,0.009319664
573,3214,0.007778469
574,3217,0.007149518
575,3216,0.005597015
576,3238,0.003397159
577,3226,0.016429014
578,3233,0.005876895
579,3236,0.010815822
580,3235,0.005564142
581,3221,0.010555728
582,3224,0.008064516
583,3212,0.00373599
584,3230,0.00619195
585,3205,0.00374415
586,3236,0.005562423
587,3202,0.001873829
588,3226,0.005579665
589,3236,0.005253399
590,3249,0.00307787
591,3242,0.010795805
592,3243,0.001233426
593,3230,0.000928793
594,3230,0.005263158
595,3238,0.012353305
596,3217,0.010568853
597,3195,0.007511737
598,3241,0.004011108
599,3226,0.004649721
600,3239,0.002469898
601,3231,0.005571031
602,3236,0.003399258
603,3237,0.001235712
604,3236,0.003708282
605,3243,0.002466852
606,3250,0.002153846
607,3247,0.000615953
608,3242,0.002159161
609,3246,0.001540357
610,3238,0.007411983
611,3216,0.008084577
612,3237,0.004324992
613,3234,0.00401979
614,3220,0.004968944
615,3232,0.003094059
616,3235,0.004636785
617,3223,0.007756748
618,3227,0.001859312
619,3225,0.000930233
620,3223,0.003723239
621,3231,0.006499536
622,3194,0.005635567
623,3208,0.003740648
624,3239,0.000926212
625,3238,0.002470661
626,3227,0.003718624
627,3221,0.007761565
628,3253,0.002459268
629,3246,0.002464572
630,3251,0.013226699
631,3238,0.019147622
632,3177,0.018570979
633,3254,0.001229256
634,3251,0
635,3226,0.000619963
636,3250,0.000615385
637,3249,0.001538935
638,3247,0.000615953
639,3240,0.00154321
640,3230,0.005263158
641,3225,0.004341085
642,3230,0.004643963
643,3241,0.000617093
644,3251,0.000615195
645,3238,0.001852996
646,3238,0.00123533
647,3241,0.003085467
648,3231,0.004333024
649,3247,0.000307977
650,3235,0.004018547
651,3210,0.007476636
652,3240,0.00617284
653,3213,0.009959539
654,3235,0.013601236
655,3220,0.00931677
656,3187,0.005020395
657,3215,0.00622084
658,3245,0.002157165
659,3221,0.004967401
660,3238,0.004323657
661,3228,0.006505576
662,3238,0.009882644
663,3209,0.003739483
664,3239,0.004322322
665,3232,0.007116337
666,3237,0.005869632
667,3212,0.006849315
668,3242,0.003084516
669,3239,0.005248533
670,3243,0.000925069
671,3246,0.000616143
672,3239,0.002161161
673,3246,0.011090573
674,3243,0.003700278
675,3236,0.003399258
676,3248,0.000923645
677,3242,0.000925355
678,3250,0.000615385
679,3248,0.009852217
680,3245,0.004006163
681,3220,0.001242236
682,3243,0.003700278
683,3233,0.001855861
684,3242,0.000925355
685,3247,0.002155836
686,3217,0.002797638
687,3242,0.002467613
688,3240,0.00462963
689,3245,0.003697997
690,3245,0.004622496
691,3232,0.007425743
692,3222,0.010862818
693,3239,0.004631059
694,3235,0.000927357
695,3219,0.008387698
696,3236,0.002163164
697,3235,0.004018547
698,3203,0.006868561
699,3212,0.009339975
700,3221,0.004967401
701,3235,0.009891808
702,3231,0.003095017
703,3230,0.011145511
704,3215,0.003732504
705,3244,0.002774353
706,3236,0.005253399
707,3240,0.00308642
708,3234,0.005875077
709,3243,0.000925069
710,3227,0.002479083
711,3238,0.003088326
712,3250,0.007384615
713,3236,0.008034611
714,3214,0.005911637
715,3224,0.00248139
716,3244,0.004007398
717,3243,0.002158495
718,3231,0.004642526
719,3244,0.001849568
720,3241,0.006788028
721,3236,0.005253399
722,3250,0.003384615
723,3248,0.001847291
724,3240,0.002777778
725,3218,0.00155376
726,3237,0.002780352
727,3236,0.008034611
728,3223,0.009618368
729,3206,0.004678727
730,3238,0.005558987
731,3230,0.004024768
732,3201,0.007810059
733,3245,0.003081664
734,3247,0.000615953
735,3237,0.00308928
736,3246,0.002772643
737,3244,0.001233046
738,3245,0.003389831
739,3247,0.003695719
740,3237,0.00308928
741,3223,0.004033509
742,3246,0.000616143
743,3249,0.001231148
744,3233,0
745,3241,0.00092564
746,3246,0.001848429
747,3244,0.002774353
748,3236,0.00618047
749,3226,0.008679479
750,3231,0.008975549
751,3236,0.002163164
752,3244,0.002466091
753,3226,0.009299442
754,3235,0.005255023
755,3244,0.001849568
756,3244,0.004932182
757,3227,0.002788968
758,3234,0.002473717
759,3243,0.002158495
760,3246,0.001232286
761,3246,0.004621072
762,3242,0.008019741
763,3248,0.00523399
764,3245,0.000616333
765,3248,0.003078818
766,3241,0.004628201
767,3242,0.003084516
768,3236,0.001236094
769,3230,0.004643963
770,3235,0.001236476
771,3243,0.002466852
772,3237,0.000617856
773,3233,0.004639654
774,3242,0.005243677
775,3235,0.005873261
776,3237,0.001235712
777,3231,0.001547509
778,3234,0.003092146
779,3241,0.003085467
780,3239,0.006483483
781,3234,0.006802721
782,3226,0.002789833
783,3224,0.004032258
784,3229,0.003406627
785,3238,0
786,3243,0.003700278
787,3239,0.002161161
788,3252,0.014760148
789,3247,0.004003696
790,3244,0.012946979
791,3242,0.018507094
792,3251,0.010458321
793,3217,0.007771215
794,3195,0.003755869
795,3252,0.007072571
796,3251,0.000615195
797,3228,0.002168525
798,3249,0.005232379
799,3236,0.005253399
800,3246,0.001848429
801,3252,0.001537515
802,3244,0.003082614
803,3237,0.006487488
804,3219,0.008387698
805,3227,0.002169197
806,3245,0.003081664
807,3244,0.00215783
808,3242,0.001233806
809,3249,0.000615574
810,3245,0.001540832
811,3244,0.003390875
812,3251,0.001537988
813,3241,0.000308547
814,3248,0.001231527
815,3243,0.006783842
816,3246,0.000616143
817,3246,0.000924214
818,3246,0.000308071
819,3238,0.008956146
820,3235,0.001545595
821,3233,0.001855861
822,3236,0.00092707
823,3246,0.012014787
824,3228,0.001858736
825,3234,0.00742115
826,3226,0.004029758
827,3225,0.008372093
828,3233,0.009897928
829,3231,0.007118539
830,3198,0.01438399
831,3147,0.006673022
832,3241,0.006479482
833,3197,0.003440726
834,3232,0.009591584
835,3240,0.003703704
836,3237,0.008032129
837,3233,0.011753789
838,3192,0.00783208
839,3222,0.00496586
840,3243,0.004625347
841,3238,0.00123533
842,3235,0.003400309
843,3233,0.003711723
844,3237,0.003398208
845,3237,0.005560704
846,3229,0.004335708
847,3237,0.00463392
848,3239,0.002469898
849,3249,0.001231148
850,3230,0.003095975
851,3249,0.00615574
852,3248,0.003078818
853,3243,0.009250694
854,3239,0.005866008
855,3205,0.0074883
856,3237,0.002780352
857,3225,0.002790698
858,3240,0.000617284
859,3233,0.005567584
860,3218,0.004350528
861,3232,0.002165842
862,3235,0.003709428
863,3241,0.009256402
864,3229,0.008671415
865,3240,0.008333333
866,3239,0.00679222
867,3236,0.002163164
868,3232,0.008663366
869,3185,0.006279435
870,3250,0.003692308
871,3248,0.003694581
872,3204,0.001248439
873,3240,0.000617284
874,3249,0.000923361
875,3245,0.001540832
876,3247,0.000307977
877,3244,0.000616523
878,3244,0.001233046
879,3249,0.002462296
880,3231,0.004023522
881,3229,0.002167854
882,3236,0.00092707
883,3241,0.002468374
884,3228,0.004337051
885,3245,0.005546995
886,3220,0.000931677
887,3244,0.000616523
888,3251,0.002460781
889,3244,0.003082614
890,3246,0.003080715
891,3233,0.001855861
892,3224,0.003101737
893,3236,0.001545117
894,3246,0.0021565
895,3239,0.002778635
896,3243,0.00431699
897,3251,0.006459551
898,3242,0.00400987
899,3223,0.010549178
900,3237,0.008958913
901,3230,0.001857585
902,3251,0.011381114
903,3245,0.014175655
904,3224,0.017059553
905,3223,0.006825939
906,3183,0.015080113
907,3227,0.008057019
908,3180,0.012578616
909,3239,0.001543686
910,3233,0.008351376
911,3230,0.004334365
912,3189,0.006898714
913,3208,0.008104738
914,3228,0.007744734
915,3178,0.010069226
916,3239,0.008335906
917,3179,0.001887386
918,3201,0.00531084
919,3244,0.003082614
920,3228,0
921,3234,0.003092146
922,3239,0.002469898
923,3249,0.002462296
924,3240,0.00154321
925,3215,0.00311042
926,3217,0.004973578
927,3242,0.000925355
928,3248,0.001231527
929,3238,0.000926498
930,3247,0.005235602
931,3232,0.002475248
932,3243,0.000308356
933,3230,0.003405573
934,3229,0.002167854
935,3240,0.000308642
936,3246,0.002464572
937,3215,0.002177294
938,3249,0.001231148
939,3239,0.004013584
940,3252,0.000615006
941,3243,0.00431699
942,3237,0.016682113
943,3232,0.008663366
944,3213,0.005291005
945,3224,0.010545906
946,3222,0.00248293
947,3246,0.006161429
948,3239,0.01358444
949,3230,0.00495356
950,3243,0.003700278
951,3225,0.005581395
952,3235,0.016383308
953,3227,0.015184382
954,3203,0.0128005
955,3234,0.004947434
956,3245,0.000616333
957,3247,0.00184786
958,3240,0.006481481
959,3245,0.006163328
960,3232,0.003094059
961,3228,0.000619579
962,3242,0.000616903
963,3243,0.004625347
964,3247,0.005851555
965,3241,0.00185128
966,3239,0.001852424
967,3246,0.001232286
968,3210,0.001869159
969,3223,0.00093081
970,3242,0.002159161
971,3209,0.0052976
972,3213,0.006535948
973,3247,0.021250385
974,3221,0.015523129
975,3206,0.017155334
976,3221,0.014591742
977,3194,0.010958046
978,3164,0.007585335
979,3226,0.004649721
980,3240,0.003395062
981,3248,0.002770936
982,3236,0.001545117
983,3231,0.004952027
984,3238,0.003705991
985,3237,0.003707136
986,3231,0.004952027
987,3237,0.002780352
988,3239,0.010805804
989,3246,0.005237215
990,3247,0.00184786
991,3250,0.005538462
992,3248,0
993,3241,0.00185128
994,3236,0.002781211
995,3244,0.007706535
996,3229,0.008671415
997,3222,0.008690255
998,3237,0.00463392
999,3230,0.00123839
1000,3234,0.001236858
1001,3239,0.00339611
1002,3243,0.008017268
1003,3244,0.012638718
1004,3200,0.004375
1005,3204,0.003121099
1006,3232,0.000928218
1007,3205,0.006864275
1008,3244,0.001233046
1009,3246,0.001232286
1010,3238,0.001852996
1011,3240,0.000308642
1012,3238,0.002470661
1013,3226,0.003719777
1014,3241,0.004319654
1015,3225,0.008372093
1016,3233,0.000927931
1017,3226,0.006509609
1018,3240,0.002160494
1019,3239,0.004322322
1020,3229,0.003096934
1021,3223,0.011479988
1022,3195,0.007198748
1023,3234,0.001855288
1024,3249,0.007079101
1025,3221,0.005898789
1026,3241,0.000308547
1027,3235,0.002472952
1028,3241,0.004628201
1029,3239,0.007718432
1030,3239,0.005248533
1031,3242,0.002159161
1032,3241,0.00185128
1033,3241,0.003085467
1034,3238,0.000308833
1035,3246,0.004313001
1036,3244,0.006165228
1037,3237,0.006487488
1038,3247,0.002771789
1039,3234,0.003401361
1040,3182,0.003142678
1041,3249,0.000615574
1042,3227,0.000619771
1043,3233,0.001855861
1044,3232,0.00154703
1045,3238,0.001852996
1046,3249,0.002154509
1047,3246,0.002772643
1048,3228,0.004337051
1049,3248,0.003078818
1050,3242,0.004626774
1051,3245,0.003081664
1052,3241,0.004628201
1053,3246,0.004004929
1054,3243,0.008942337
1055,3221,0.004967401
1056,3247,0.001231906
1057,3243,0.001850139
1058,3250,0.004923077
1059,3246,0.006161429
1060,3232,0.002165842
1061,3237,0.002471424
1062,3245,0.002157165
1063,3235,0.002782071
1064,3240,0.00462963
1065,3231,0.003095017
1066,3249,0.002154509
1067,3241,0.00092564
1068,3254,0.003380455
1069,3250,0.000615385
1070,3233,0.001237241
1071,3242,0.00586058
1072,3226,0.00433974
1073,3239,0.003704847
1074,3237,0.002162496
1075,3243,0.000925069
1076,3243,0.001850139
1077,3225,0.006821705
1078,3242,0.000616903
1079,3247,0.003387743
1080,3241,0.010799136
1081,3236,0.004326329
1082,3227,0.008366904
1083,3246,0.007701787
1084,3215,0.00466563
1085,3224,0.006203474
1086,3221,0.005277864
1087,3240,0.009567901
1088,3214,0.004355943
1089,3210,0.001557632
1090,3243,0.001541782
1091,3235,0.001545595
1092,3238,0.002470661
1093,3223,0.005274589
1094,3252,0.000307503
1095,3246,0.001232286
1096,3248,0.013546798
1097,3223,0.010238908
1098,3176,0.011020151
1099,3254,0.000921942
1100,3252,0
1101,3230,0
1102,3251,0.000922793
1103,3254,0.000921942
1104,3254,0.000614628
1105,3249,0.000615574
1106,3245,0.004006163
1107,3242,0.001233806
1108,3232,0.003712871
1109,3232,0.000309406
1110,3251,0.000615195
1111,3243,0.000308356
1112,3243,0.000925069
1113,3243,0.001541782
1114,3240,0.002469136
1115,3247,0.000307977
1116,3245,0.000616333
1117,3248,0.000615764
1118,3244,0.009247842
1119,3247,0.001231906
1120,3241,0.003085467
1121,3242,0.001850709
1122,3244,0.001233046
1123,3248,0.002463054
1124,3249,0.000307787
1125,3234,0.003401361
1126,3238,0.000926498
1127,3243,0.003391921
1128,3241,0.003085467
1129,3237,0.00308928
1130,3246,0.000924214
1131,3237,0.002162496
1132,3248,0.003078818
1133,3247,0.004003696
1134,3242,0.001542258
1135,3245,0.002465331
1136,3246,0.004929144
1137,3238,0.006176652
1138,3226,0.003099814
1139,3212,0.005292653
1140,3246,0.002464572
1141,3239,0.00339611
1142,3242,0.008019741
1143,3236,0.005253399
1144,3197,0.007819831
1145,3253,0.000922226
1146,3245,0.002157165
1147,3247,0.000615953
1148,3230,0.000619195
1149,3238,0.004632489
1150,3249,0.002462296
1151,3238,0.009573811
1152,3240,0.004320988
1153,3240,0.006790123
1154,3246,0.010782502
1155,3238,0.006485485
1156,3226,0.003719777
1157,3238,0.002161828
1158,3253,0.003074085
1159,3240,0.004938272
1160,3241,0.002776921
1161,3245,0.006471495
1162,3233,0.004948964
1163,3234,0.008039579
1164,3243,0.007400555
1165,3221,0.00962434
1166,3229,0.004335708
1167,3235,0.004327666
1168,3237,0.004942848
1169,3221,0.001862776
1170,3246,0.006469501
1171,3231,0.006499536
1172,3239,0.011732016
1173,3237,0.012974977
1174,3214,0.016801493
1175,3248,0.007081281
1176,3234,0.010513296
1177,3227,0.016423923
1178,3230,0.017647059
1179,3222,0.01644941
1180,3206,0.003742982
1181,3236,0.005871446
1182,3244,0.003082614
1183,3246,0.001540357
1184,3237,0.003707136
1185,3247,0.001231906
1186,3246,0.0021565
1187,3239,0.002469898
1188,3251,0.007997539
1189,3247,0.005235602
1190,3231,0.002476014
1191,3240,0.003395062
1192,3244,0.005548705
1193,3244,0.001849568
1194,3243,0.007092199
1195,3237,0.007105344
1196,3202,0.006246096
1197,3246,0.003388786
1198,3246,0.006161429
1199,3236,0.002781211
1200,3247,0.004311672
1201,3209,0.011530072
1202,3219,0.005281143
1203,3238,0.004014824
1204,3236,0.002781211
1205,3219,0.004349177
1206,3243,0.004625347
1207,3224,0.004962779
1208,3249,0.003693444
1209,3234,0.001546073
1210,3228,0.003407683
1211,3247,0.00092393
1212,3250,0.002461538
1213,3247,0.004003696
1214,3239,0.006174745
1215,3246,0.001848429
1216,3240,0.007407407
1217,3244,0.002774353
1218,3239,0.004939796
1219,3219,0.004038521
1220,3227,0.006817478
1221,3225,0.003410853
1222,3223,0.002792429
1223,3209,0.000934871
1224,3210,0.001557632
1225,3247,0.004003696
1226,3236,0.004017305
1227,3228,0.004956629
1228,3231,0.011761065
1229,3203,0.00468311
1230,3221,0.006830177
1231,3222,0.005276226
1232,3232,0.001237624
1233,3237,0.00154464
1234,3237,0.001853568
1235,3241,0.00185128
1236,3229,0.00092908
1237,3233,0.005876895
1238,3228,0.00464684
1239,3239,0.006174745
1240,3235,0.004636785
1241,3235,0.013292117
1242,3240,0.001851852
1243,3237,0.001853568
1244,3214,0.003733665
1245,3226,0.001859888
1246,3225,0.004341085
1247,3206,0.015283843
1248,3228,0.012081784
1249,3221,0.02514747
1250,3198,0.016885553
